,input_testData,MR_Transformed,output_testInput,output_MR,MR_checker
22167,"[8, -4, -13, 13, 5]","[8, 13, -13, -4, 5]",1,3,Violated
22168,"[15, -7, -4, -2, -13, -12, -9, -20, -7, -19, -15, -19]","[-4, -20, -9, -15, -12, -7, -7, -19, -19, 15, -2, -13]",20,60,Violated
22169,"[6, -14, -20, 19, 17, -10, -2, 15, -2, 10, 8, -14, 8]","[15, 6, -2, 19, -20, -2, 8, -14, -14, -10, 10, 17, 8]",13,39,Not-violated
22170,"[-6, -17, -1, -15, -11]","[-6, -11, -17, -1, -15]",13,39,Violated
22171,"[-13, -9, 8, 4, 18]","[18, -13, -9, 8, 4]",-30,-90,Violated
22172,"[1, 7, 10, 13, 14, 18]","[13, 18, 1, 7, 14, 10]",-67,-201,Violated
22173,"[-7, 9, 4, -5, -5]","[-5, -7, 9, -5, 4]",-7,-21,Not-violated
22174,"[8, -18, -9, 1]","[-9, 1, -18, 8]",39,117,Not-violated
22175,"[-9, -16, 15]","[-16, 15, -9]",17,51,Not-violated
22176,"[18, -6, -3, -1, -19, 9, 9, -13, -14, 17, -5]","[-3, 9, -19, -1, 9, -14, -13, 18, -5, 17, -6]",24,72,Not-violated
22177,"[-6, -12, 7, 7, -12, -3, -12, 15, -14, -8, -7, 15, 7, -7]","[-12, -12, 15, -7, -12, 15, -3, 7, -14, -8, -6, 7, 7, -7]",33,99,Not-violated
22178,"[5, -2, 3, 12, 8, -10, -15, 19, 16, -8]","[-8, -10, 3, 16, -15, 5, 12, -2, 8, 19]",-13,-39,Not-violated
22179,"[18, -9, 10]","[10, -9, 18]",46,138,Not-violated
22180,"[-5, 15, 15, 14, 7, -12, 18, 14]","[15, 18, 14, 7, 14, -5, 15, -12]",43,129,Violated
22181,"[-3, -8, 4, -18, 2, 13]","[2, -8, 4, -18, 13, -3]",9,27,Not-violated
22182,"[5, -8, -18, 15, 12, 7, 8, -1, -13]","[15, 7, 8, -18, 5, -1, -13, 12, -8]",0,0,Not-violated
22183,"[-15, -20, 15, -2, -15]","[-15, -20, -2, -15, 15]",-40,-120,Violated
22184,"[-6, -17, -9]","[-6, -9, -17]",-29,-87,Not-violated
22185,"[-1, -3, -7, -12, 9, -17, 14]","[-3, -1, -17, 9, -12, 14, -7]",38,114,Not-violated
22186,"[-20, -18, 17, 5, -14, -5]","[-20, 5, 17, -14, -5, -18]",-24,-72,Violated
22187,"[-12, 15, 11, 10, -11, -3, -9]","[-9, -11, 11, 15, 10, -12, -3]",-19,-57,Not-violated
22188,"[-13, 6, 13, -8, -18, 19, 4, 18, -19, -9, 2, -19, -7, 18]","[-7, 13, 2, 19, -19, 18, -13, -8, -9, 18, -19, 6, -18, 4]",-8,-24,Not-violated
22189,"[-13, 16, -8]","[-8, -13, 16]",16,48,Violated
22190,"[3, -18, -18, 14, 11, -20, -13, 1, 5, -20]","[-20, 5, -18, 3, -18, -20, 14, 11, 1, -13]",26,78,Violated
22191,"[-7, -6, -18, 14, 7, 11, -10, -9, -4, -15]","[-6, -10, 11, 14, 7, -7, -9, -4, -15, -18]",-26,-78,Not-violated
22192,"[15, 16, 5, 17, 1, 6, -2, 9, -19, 19, -10, -3]","[9, 16, -2, 17, 6, -19, 5, 15, -10, 19, -3, 1]",19,57,Not-violated
22193,"[9, -16, 12, -14, -3, -9, 10, -2, -17, -14, 12, -16, -6, -4]","[-6, -3, -2, 12, -16, 9, -14, 10, -16, -17, 12, -4, -9, -14]",-5,-15,Violated
22194,"[-7, -20, 17, 5, 14, -13]","[-20, 14, -7, -13, 17, 5]",-14,-42,Violated
22195,"[17, -5, -4, 5, 13, -14, -6, -18, 14, -1, 13, -12, 3]","[-14, 17, 13, -18, 3, -6, -1, 14, 5, -4, -12, 13, -5]",-80,-240,Violated
22196,"[-16, 1, 14, -10, -4, 2, 6, 12, -12]","[-4, -12, -16, 14, 12, 6, 1, -10, 2]",6,18,Violated
22197,"[1, -13, 17, -5, -6, 19, -4, -20]","[-6, 19, -5, -4, 1, -20, 17, -13]",-4,-12,Violated
22198,"[-19, 0, 12, 12, -18, 6, 17, -7, 15, 13]","[17, 12, 0, -18, 6, 12, -19, -7, 15, 13]",2,6,Not-violated
22199,"[18, 6, -11, -2, 15, 6, 6, -17, -16, 8]","[18, -2, -11, -16, 6, 8, 6, 6, -17, 15]",56,168,Not-violated
22200,"[7, 1, -2, 12, -16, -19, -4, -1]","[12, 7, -4, -2, 1, -19, -16, -1]",17,51,Not-violated
22201,"[-1, 10, -13, 7, -8]","[7, -13, -8, 10, -1]",5,15,Not-violated
22202,"[-3, 18, -2, 6, -3, -7, 13, -13]","[-3, 13, -3, -13, -2, 6, -7, 18]",1,3,Not-violated
22203,"[-3, 11, 18, -9, 11, -8, 16, 0, -8, -7, -10, 16]","[-7, 11, 11, 16, 18, -10, 16, -3, 0, -8, -8, -9]",22,66,Violated
22204,"[17, 5, -6, -1, 2, 6, -7, 15, -14, 10, 4, -20, 1]","[-7, -14, 6, 17, 1, 15, -6, 4, 5, -20, 10, -1, 2]",-68,-204,Violated
22205,"[10, 12, 13, -13, 16, 6, 3, -12, 11, 19, 8]","[10, 6, -13, 11, 13, 16, 19, 8, -12, 3, 12]",-42,-126,Violated
22206,"[17, 3, 6, 18, -1, -8, 8, 16, 4]","[3, 8, 16, -1, 4, 6, 17, -8, 18]",-8,-24,Not-violated
22207,"[0, -4, 0, -1, -7, -8, -19, 8]","[0, -1, -4, -19, -8, 8, 0, -7]",35,105,Not-violated
22208,"[-8, -7, -6, 4, 9, -15, 11, 18, -19, -20, 6]","[-19, -7, -15, 4, 18, -20, 9, 6, -6, -8, 11]",38,114,Not-violated
22209,"[-18, 13, 1, 2, -13, -12, -9, -8, 4, 18, 11, -18]","[4, 13, -9, -18, -12, -18, 11, -13, 18, -8, 1, 2]",-25,-75,Violated
22210,"[15, 0, 1, -8, -8]","[-8, 0, 15, -8, 1]",64,192,Not-violated
22211,"[0, 15, -1, -4, -15, 10]","[-15, 15, 10, -4, -1, 0]",-30,-90,Not-violated
22212,"[-18, -18, -9, 19, 7]","[-18, 19, -9, -18, 7]",47,141,Not-violated
22213,"[-20, -4, -14, -17, -1, -5, -2, 12, -14]","[-20, -1, 12, -4, -5, -14, -14, -17, -2]",-38,-114,Violated
22214,"[-7, 18, 16, -10, 9, 2, 15, 17, 3]","[16, 18, 3, 17, 15, 9, -10, -7, 2]",31,93,Not-violated
22215,"[-19, 4, 10, 11, 3, 4, -12, 18, -16, -18, -13]","[4, 10, -13, 18, -12, 4, 3, 11, -19, -18, -16]",-1,-3,Violated
22216,"[6, 8, -6, -6, 12, -1, -3, 7, 0, -13]","[-3, 8, -6, -1, -6, 0, -13, 7, 12, 6]",8,24,Not-violated
22217,"[10, 17, -8, -14, -5, -19]","[-8, 10, -19, -14, -5, 17]",-28,-84,Not-violated
22218,"[17, -8, -17, -16]","[-8, 17, -17, -16]",18,54,Violated
22219,"[5, -8, 16, 4, 17]","[17, 5, 4, -8, 16]",-36,-108,Violated
22220,"[-3, 18, 7, 11]","[7, 11, 18, -3]",-19,-57,Not-violated
22221,"[18, 4, 15]","[18, 15, 4]",-5,-15,Violated
22222,"[-14, 7, 18, -3]","[-3, -14, 7, 18]",4,12,Not-violated
22223,"[19, -6, -19, 5, 19, 11]","[19, -19, 19, 5, -6, 11]",-35,-105,Violated
22224,"[15, -19, -19, -17, -8, 19, -15, -15, 19]","[-19, -17, -15, -15, -8, -19, 19, 19, 15]",115,345,Not-violated
22225,"[16, -13, -17, -2, -19, -15, -1, -5, -20, -12, -12]","[-15, -5, -19, -13, -12, 16, -17, -12, -1, -2, -20]",76,228,Not-violated
22226,"[15, 1, -11, 10, 10, 8, 9, -18, -16, -11, 19, 4, -7, -6]","[4, -11, 15, 10, -6, -18, 19, -7, 8, 9, -11, 1, 10, -16]",-28,-84,Violated
22227,"[4, 8, 2, 0, -5, -3, -3, 1]","[-5, -3, 2, 8, 4, -3, 1, 0]",25,75,Violated
22228,"[18, -9, 11, 18, -8, 0, 16, 12, -12, -1, 9, 16, -14, -12]","[9, 18, -1, 16, -9, 18, 0, -12, -8, 11, 12, -12, -14, 16]",-1,-3,Not-violated
22229,"[5, -15, 13, -8, -2, -19, 13, 18, 7, 15, 4, -9, -14]","[15, -8, -15, -9, 18, 13, 13, 5, 4, -19, -2, -14, 7]",-9,-27,Violated
22230,"[-1, 12, -11, 6, -9, 15, 1, 4, -17, 11, 9, -7]","[11, 6, 12, 9, 1, 4, -11, -1, 15, -7, -17, -9]",-1,-3,Violated
22231,"[3, 1, 12, 9, -19, 11, -13, -11, -3, -19]","[-19, 3, -13, 9, -19, 11, -11, -3, 12, 1]",-56,-168,Violated
22232,"[17, 18, -13, 0, -15, -14, -12, -8, -20, -10, 9, 18]","[-13, -12, -14, 17, -15, -20, -8, -10, 0, 9, 18, 18]",7,21,Not-violated
22233,"[-11, -1, -20, -11, 11, 12, 0, -18, 19]","[12, -20, -1, -11, 11, 19, -18, 0, -11]",5,15,Not-violated
22234,"[7, 3, 5, 0, -11, -5, 3, 3, 0, -3, -19, -9, -8]","[-9, 5, 0, 3, 7, -11, 3, 0, 3, -5, -8, -19, -3]",-21,-63,Violated
22235,"[-18, -20, -3]","[-20, -3, -18]",2,6,Not-violated
22236,"[1, 3, 19, 16, 13, 8, -8, 19, -9, 17, -9, -12, -3, -8]","[13, -8, 17, -9, -3, 19, -9, 8, 16, -12, 3, 1, 19, -8]",22,66,Violated
22237,"[-19, -17, 3]","[3, -19, -17]",11,33,Not-violated
22238,"[-19, -5, -11, -7, 0, 2, 17, -4, -8, 3, -7, -15, -14]","[-5, -14, -15, -19, -11, 2, 0, -7, 17, -8, 3, -4, -7]",22,66,Violated
22239,"[-20, -13, -10, 6, 10]","[6, -13, -20, -10, 10]",-7,-21,Violated
22240,"[19, -17, 14, -2, -16, -18, -5, 13, -14, 18, -4, 10]","[-14, -5, 14, -17, 10, 19, -4, -16, 13, 18, -18, -2]",19,57,Violated
22241,"[-19, -6, 6]","[-6, -19, 6]",15,45,Violated
22242,"[3, -8, -8, -3, 15, 3]","[-3, -8, -8, 3, 15, 3]",60,180,Not-violated
22243,"[15, -16, -5, -1, 16, -10, -6, 3, 6, 7, 9, -1, -8, 16]","[3, 6, 16, -10, 9, -6, -1, -5, 7, 16, -1, 15, -8, -16]",-19,-57,Not-violated
22244,"[-16, 11, 15, -4, 10, 19, -15, 17, -18, 6, -5, 18]","[17, -5, 6, -4, 18, 19, -16, -15, 15, 10, -18, 11]",-28,-84,Violated
22245,"[-15, -6, 10, -3, -6, -10, 2, 15, -17, 15, 7]","[-3, -6, -15, 15, 15, -10, -17, 2, 7, 10, -6]",-24,-72,Violated
22246,"[17, -16, -9, -2, -13, 11]","[-13, -9, -16, -2, 17, 11]",29,87,Violated
22247,"[15, -17, -4, 19]","[-17, -4, 15, 19]",-56,-168,Not-violated
22248,"[14, -7, 8]","[8, -7, 14]",-39,-117,Not-violated
22249,"[-20, -16, -16, 3, -2, -3, -17, 4, -12, -2, -11, -13]","[-20, -11, -3, -16, -17, -2, -2, -12, -16, -13, 4, 3]",-22,-66,Violated
22250,"[16, 3, -6, 3]","[3, -6, 3, 16]",33,99,Not-violated
22251,"[14, -16, -16, -14, 2, 12, -4, -8, 0]","[-16, 0, -14, 14, 2, -8, 12, -4, -16]",16,48,Not-violated
22252,"[1, 6, -3, -14, 4, 4]","[1, -14, 4, 6, 4, -3]",-22,-66,Not-violated
22253,"[-9, -2, -16, -9, 15, -20, -2, 16, -18, -7]","[-9, -7, 15, -2, -20, -18, -9, -16, 16, -2]",-8,-24,Violated
22254,"[9, 9, 5, -2, -14, -14, -1]","[9, -14, 5, -1, -2, -14, 9]",-31,-93,Violated
22255,"[-3, -2, -14, 18, -19, 6]","[-19, 18, -2, 6, -3, -14]",-30,-90,Violated
22256,"[18, 13, 10, -20, -8, -11, -10, -6, 0, -20, 19]","[-6, 10, -10, 19, 13, -20, 0, 18, -11, -8, -20]",-30,-90,Not-violated
22257,"[-1, -9, 1, 15, 19, -10, 15, -19, 12, -11, 0]","[12, -19, -11, 15, 15, 1, 0, -1, -10, -9, 19]",18,54,Not-violated
22258,"[-20, 7, 19, 18, -2, -3]","[-3, 18, 7, 19, -20, -2]",-3,-9,Violated
22259,"[-10, -20, 5, -18, 0, -1, -11, -11]","[-11, -1, -11, 5, -10, -18, 0, -20]",4,12,Violated
22260,"[18, -19, 6, 1]","[18, 1, 6, -19]",7,21,Violated
22261,"[2, -4, 13, -20, 13, 3, 7, 11]","[-4, 11, 7, 13, -20, 2, 3, 13]",23,69,Violated
22262,"[8, 1, -8, -17, 18, 16, -15, 13, -11]","[18, -17, 1, 13, -11, 8, -8, 16, -15]",48,144,Violated
22263,"[-9, -6, -10, -17, -10, -8, 12]","[12, -10, -17, -9, -8, -6, -10]",-20,-60,Violated
22264,"[-19, 16, 5]","[5, 16, -19]",-7,-21,Violated
22265,"[-5, -14, -16, 5, 11, -4, 17, 10, -6, -11, -3, 14, -11, 14]","[5, 14, -11, -3, 17, -4, 10, 14, -11, 11, -6, -14, -16, -5]",-49,-147,Violated
22266,"[1, -9, -15, 3, -11]","[-15, -9, 1, 3, -11]",3,9,Violated
22267,"[6, -1, -7, -20, 16, -9, -15, 8, 11, -7, 10]","[-9, 8, -7, 16, -1, 10, -15, -7, -20, 6, 11]",-15,-45,Violated
22268,"[-9, -4, -11]","[-4, -9, -11]",-6,-18,Violated
22269,"[4, -10, 9, 5, 18, -1, 0]","[-10, 5, -1, 18, 4, 9, 0]",-33,-99,Violated
22270,"[3, -17, -5, -11]","[-17, -11, -5, 3]",43,129,Violated
22271,"[18, -8, 15, -9, 6, 5, -10]","[-10, 15, -9, 6, 5, 18, -8]",-65,-195,Violated
22272,"[8, -1, -8, -15, -12, -13]","[8, -15, -8, -1, -13, -12]",57,171,Not-violated
22273,"[-4, 14, -14, -15, -13, 2, 11]","[2, 14, -4, -14, 11, -15, -13]",36,108,Not-violated
22274,"[14, -6, 9]","[14, 9, -6]",55,165,Not-violated
22275,"[6, -9, -15, 11, 11, 17, 0, 1, -19, -5, -8, -16, 8, -19]","[11, 8, -16, -19, -15, -9, 11, -19, -5, 6, -8, 0, 17, 1]",29,87,Violated
22276,"[-11, 10, -20, -11, -13, -13, -1, -5, 19]","[-11, 10, -20, -11, -5, 19, -13, -13, -1]",-6,-18,Violated
22277,"[5, -14, 8, 4, 8, -4, -19]","[4, 8, -4, -14, 5, 8, -19]",-29,-87,Violated
22278,"[-19, -10, 18, 17, -20, -1, 6, 18, 18, 11, 8, -5, 7, 8]","[11, 7, -19, -5, -1, 6, 17, 18, 8, 18, 8, -20, 18, -10]",-49,-147,Violated
22279,"[-15, -2, 10, 7]","[-15, -2, 7, 10]",18,54,Not-violated
22280,"[-5, -15, 18, -14]","[18, -14, -15, -5]",-23,-69,Violated
22281,"[-13, -14, 1, -9, -6, 18, 11, 15, -11, -17, 15, 14, 15, -7]","[15, 15, -17, -11, -9, -6, 11, -14, 15, 14, -7, -13, 18, 1]",-27,-81,Violated
22282,"[-2, 17, 2]","[-2, 17, 2]",-16,-48,Violated
22283,"[-6, 13, -2, -8, -8, -1]","[13, -1, -8, -2, -6, -8]",13,39,Not-violated
22284,"[14, 2, 19, -9, 1, 12, -8, -2, -15, -1, 9, -17, 8]","[-1, 1, 12, -9, 8, -8, 14, 9, -2, 19, -15, 2, -17]",-39,-117,Violated
22285,"[-15, 0, -11, -16, -19, -3, 16, 18, -16, -12, -19, 5, -8, 2]","[-19, 5, 18, -8, -16, -3, -12, -16, 2, 0, -11, -19, -15, 16]",-92,-276,Violated
22286,"[-13, 14, 10, -16, -16, -3, -9, 18, 5, -2, -12, 8]","[-16, 5, -13, -3, -12, 14, -2, 18, 8, -9, 10, -16]",-10,-30,Not-violated
22287,"[1, 19, 4, -12, -18]","[4, 1, -18, -12, 19]",-7,-21,Violated
22288,"[-17, -13, -4, 4, -16, 1, 6, 1, -14, 0, -9, 16, 3, -15]","[0, 6, 4, 1, -15, -14, -16, -9, 3, -13, -4, 1, 16, -17]",-25,-75,Violated
22289,"[-2, 7, 12]","[12, 7, -2]",-25,-75,Not-violated
22290,"[-18, 9, 19, -12, -6, 3, 10, 16, 5, -15, -14, -8, -11]","[16, -15, -18, -8, 9, 19, 3, 10, -11, 5, -6, -12, -14]",1,3,Violated
22291,"[-19, 11, -19, 16]","[16, -19, 11, -19]",11,33,Not-violated
22292,"[5, -2, 1, -17, 0, -5, 2, -5, -4]","[5, -5, -17, 0, -5, -4, -2, 2, 1]",26,78,Violated
22293,"[4, -18, 7, -8, -7, -10, 6, 3]","[-18, 7, 6, 4, -7, -10, 3, -8]",-13,-39,Violated
22294,"[-18, -10, 0, 4, -20, 3, -19, -13, -16, 0, 13, -16, -14, 14]","[-19, 14, -14, 0, 13, 0, -16, -18, 4, -16, 3, -20, -13, -10]",8,24,Violated
22295,"[-18, -14, -5, 8, -9, 3]","[3, -9, -14, -18, 8, -5]",-22,-66,Violated
22296,"[-8, -11, 12, -5, -19, 14, -13, 9, 10]","[14, 10, -8, -11, -5, 12, -13, 9, -19]",-28,-84,Violated
22297,"[16, -20, -19, -14, 12, 9, 3, -15, 15, -5, 5, -7]","[3, -15, -5, 9, -20, -19, 5, 16, -14, -7, 12, 15]",-2,-6,Not-violated
22298,"[6, 8, -9, -2, -12, -9, 16, 16, 13, -2, 4]","[-2, -2, 4, -12, -9, 8, 16, -9, 16, 13, 6]",62,186,Violated
22299,"[-19, -17, -9, -13, 10, -14, -19, 10, 16, -1, 14]","[16, -14, -17, -13, 14, -19, -1, -9, -19, 10, 10]",-1,-3,Violated
22300,"[-17, -7, 19, -15, 14, -5]","[14, -7, -17, -15, 19, -5]",19,57,Not-violated
22301,"[-17, 8, 12, -11, 18, 5]","[-11, 18, 12, -17, 5, 8]",-54,-162,Violated
22302,"[-20, 14, 12, 10, -3]","[-20, 14, 10, -3, 12]",-18,-54,Not-violated
22303,"[-17, -5, 0, -7, -2, 13, -10]","[0, -2, -10, -7, -5, -17, 13]",36,108,Not-violated
22304,"[-12, 5, 6, 13, 7, -7, -8, 4, 16]","[-8, -7, 4, 6, 16, 5, 7, -12, 13]",4,12,Not-violated
22305,"[-13, 15, 14, -5, -8]","[-5, -13, 15, -8, 14]",45,135,Not-violated
22306,"[-8, 1, -10, 13, 6, -15, -12, 3, 0]","[-8, -10, -15, 6, 0, 3, 1, 13, -12]",-17,-51,Violated
22307,"[-3, -11, 0, 15]","[15, -3, -11, 0]",-31,-93,Violated
22308,"[14, -7, 17, 6, 3, 8]","[-7, 14, 17, 8, 6, 3]",-59,-177,Violated
22309,"[-6, -8, -18, -6, -6, 12, 12]","[12, -6, -6, -18, -6, -8, 12]",19,57,Not-violated
22310,"[13, 2, 18, 18, 2, 16, 10, -6, 5]","[10, 5, -6, 2, 2, 18, 16, 13, 18]",-48,-144,Violated
22311,"[17, -7, -10, 18, 17, 2, -7, -8]","[-8, -7, 18, -7, 17, 17, -10, 2]",-22,-66,Violated
22312,"[-14, 5, -5, -5, 0, 4, -17, 5, 13, -2]","[-5, 5, -14, 5, -17, 0, 13, -5, 4, -2]",-57,-171,Violated
22313,"[-18, 7, 1, 19, -9, 4]","[1, 19, -9, 7, 4, -18]",-71,-213,Not-violated
22314,"[3, 12, -17, 1, -3, 8, -17, 19]","[1, 8, 19, 12, -17, -3, 3, -17]",-10,-30,Not-violated
22315,"[19, 9, -8, 0, 15, -11]","[-11, 9, -8, 15, 0, 19]",-17,-51,Violated
22316,"[-9, -9, 15, 14, 3, 14, 4, -3, -3, 16, 15, 16, 11]","[-9, -9, 16, 15, 3, 16, 11, 14, -3, 4, 14, -3, 15]",-17,-51,Not-violated
22317,"[-12, -17, -1, -2, -14, -13, -17]","[-2, -13, -17, -12, -1, -17, -14]",26,78,Violated
22318,"[14, -16, -6, 16, -9, 15, 5, 18, 19, 11, -13]","[-16, 15, 14, 19, -9, 16, 11, -6, 5, -13, 18]",4,12,Not-violated
22319,"[10, -17, 17, -19, 9, 19, -2, 0]","[0, 17, -19, -2, 19, -17, 9, 10]",14,42,Not-violated
22320,"[-2, -12, 8, -16, -18, 10, 11, 16, 2, 15, -15, 13, -3]","[2, 8, -16, -12, 15, -18, 11, 16, -15, -2, -3, 10, 13]",3,9,Not-violated
22321,"[-6, -1, 10, -9, -19, -6, -11, 2, 9, -1, -5]","[9, -5, -19, -11, -9, -6, 2, -1, 10, -1, -6]",21,63,Violated
22322,"[9, 3, -7, -17, 2, 13, -3, 4, 0]","[2, -17, 9, 0, 13, -3, 4, 3, -7]",-10,-30,Violated
22323,"[-7, -14, -12, 11]","[-7, -14, -12, 11]",-23,-69,Violated
22324,"[13, 10, 5, -16, 0, -5, -1, 3]","[5, -16, -1, 10, 3, 13, -5, 0]",-12,-36,Violated
22325,"[5, 7, -11, 9, -4, -9, 10, -3, 15]","[-9, 15, 7, 10, 9, -4, 5, -11, -3]",-36,-108,Violated
22326,"[-9, -7, -16, 7, 10, 17, -3, -1, 10, 15, -12, -12, 17]","[-12, -9, 7, -12, 15, -3, 10, -1, -7, 10, 17, 17, -16]",-22,-66,Not-violated
22327,,,24,72,Not-violated
22328,,,-9,-27,Violated
22329,,,66,198,Not-violated
22330,,,1,3,Violated
22331,,,-29,-87,Not-violated
22332,,,9,27,Violated
22333,,,23,69,Violated
22334,,,-8,-24,Not-violated
22335,,,-17,-51,Violated
22336,,,-41,-123,Violated
22337,,,44,132,Not-violated
22338,,,32,96,Not-violated
22339,,,28,84,Violated
22340,,,-33,-99,Not-violated
22341,,,-17,-51,Not-violated
22342,,,-12,-36,Violated
22343,,,37,111,Not-violated
22344,,,-46,-138,Not-violated
22345,,,-21,-63,Violated
22346,,,21,63,Violated
22347,,,-44,-132,Violated
22348,,,-53,-159,Violated
22349,,,26,78,Violated
22350,,,-43,-129,Violated
22351,,,-19,-57,Violated
22352,,,19,57,Not-violated
22353,,,15,45,Not-violated
22354,,,-1,-3,Not-violated
22355,,,-99,-297,Violated
22356,,,-16,-48,Not-violated
22357,,,1,3,Violated
22358,,,8,24,Violated
22359,,,41,123,Not-violated
22360,,,-8,-24,Violated
22361,,,16,48,Not-violated
22362,,,35,105,Not-violated
22363,,,0,0,Violated
22364,,,-12,-36,Violated
22365,,,-74,-222,Violated
22366,,,-41,-123,Violated
22367,,,-55,-165,Violated
22368,,,37,111,Violated
22369,,,-2,-6,Violated
22370,,,64,192,Not-violated
22371,,,-18,-54,Not-violated
22372,,,-10,-30,Not-violated
22373,,,-18,-54,Not-violated
22374,,,7,21,Not-violated
22375,,,-48,-144,Not-violated
22376,,,-36,-108,Not-violated
22377,,,-2,-6,Not-violated
22378,,,-52,-156,Violated
22379,,,8,24,Not-violated
22380,,,-57,-171,Violated
22381,,,-8,-24,Violated
22382,,,-14,-42,Violated
22383,,,-6,-18,Violated
22384,,,26,78,Not-violated
22385,,,17,51,Not-violated
22386,,,53,159,Not-violated
22387,,,18,54,Not-violated
22388,,,-34,-102,Violated
22389,,,-2,-6,Violated
22390,,,-24,-72,Violated
22391,,,-15,-45,Not-violated
22392,,,-24,-72,Violated
22393,,,36,108,Not-violated
22394,,,-41,-123,Violated
22395,,,-43,-129,Not-violated
22396,,,1,3,Not-violated
22397,,,-7,-21,Violated
22398,,,-3,-9,Not-violated
22399,,,-33,-99,Violated
22400,,,69,207,Not-violated
22401,,,-7,-21,Violated
22402,,,15,45,Violated
22403,,,-19,-57,Violated
22404,,,23,69,Violated
22405,,,11,33,Not-violated
22406,,,-1,-3,Not-violated
22407,,,1,3,Not-violated
22408,,,-18,-54,Not-violated
22409,,,-17,-51,Not-violated
22410,,,-24,-72,Not-violated
22411,,,-45,-135,Not-violated
22412,,,18,54,Not-violated
22413,,,62,186,Not-violated
22414,,,8,24,Not-violated
22415,,,-16,-48,Violated
22416,,,-83,-249,Violated
22417,,,-6,-18,Not-violated
22418,,,22,66,Not-violated
22419,,,-11,-33,Not-violated
22420,,,61,183,Not-violated
22421,,,12,36,Violated
22422,,,83,249,Not-violated
22423,,,14,42,Not-violated
22424,,,-63,-189,Not-violated
22425,,,-28,-84,Violated
22426,,,-6,-18,Violated
22427,,,-34,-102,Violated
22428,,,-3,-9,Violated
22429,,,19,57,Violated
22430,,,31,93,Violated
22431,,,-2,-6,Violated
22432,,,23,69,Not-violated
22433,,,45,135,Not-violated
22434,,,-48,-144,Violated
22435,,,13,39,Not-violated
22436,,,37,111,Violated
22437,,,-24,-72,Violated
22438,,,-7,-21,Violated
22439,,,27,81,Not-violated
22440,,,23,69,Violated
22441,,,16,48,Violated
22442,,,18,54,Not-violated
22443,,,-11,-33,Violated
22444,,,-8,-24,Not-violated
22445,,,-43,-129,Violated
22446,,,45,135,Not-violated
22447,,,-46,-138,Violated
22448,,,-21,-63,Violated
22449,,,10,30,Not-violated
22450,,,25,75,Violated
22451,,,-3,-9,Violated
22452,,,38,114,Violated
22453,,,-32,-96,Not-violated
22454,,,-57,-171,Violated
22455,,,-21,-63,Violated
22456,,,1,3,Violated
22457,,,78,234,Not-violated
22458,,,-5,-15,Violated
22459,,,-24,-72,Not-violated
22460,,,41,123,Not-violated
22461,,,-70,-210,Not-violated
22462,,,-35,-105,Violated
22463,,,-25,-75,Not-violated
22464,,,-35,-105,Violated
22465,,,-4,-12,Violated
22466,,,6,18,Not-violated
22467,,,-22,-66,Violated
22468,,,-44,-132,Not-violated
22469,,,-2,-6,Violated
22470,,,-47,-141,Violated
22471,,,-49,-147,Violated
22472,,,27,81,Violated
22473,,,-78,-234,Violated
22474,,,15,45,Not-violated
22475,,,28,84,Not-violated
22476,,,-53,-159,Violated
22477,,,66,198,Not-violated
22478,,,13,39,Not-violated
22479,,,6,18,Not-violated
22480,,,-4,-12,Not-violated
22481,,,59,177,Violated
22482,,,-29,-87,Violated
22483,,,-33,-99,Violated
22484,,,3,9,Violated
22485,,,-6,-18,Violated
22486,,,40,120,Violated
22487,,,29,87,Not-violated
22488,,,-32,-96,Violated
22489,,,-10,-30,Violated
22490,,,-66,-198,Not-violated
22491,,,-29,-87,Violated
22492,,,18,54,Violated
22493,,,50,150,Not-violated
22494,,,5,15,Not-violated
22495,,,-8,-24,Violated
22496,,,-1,-3,Violated
22497,,,-4,-12,Violated
22498,,,-43,-129,Violated
22499,,,20,60,Not-violated
22500,,,8,24,Violated
22501,,,10,30,Not-violated
22502,,,-70,-210,Violated
22503,,,-54,-162,Not-violated
22504,,,15,45,Not-violated
22505,,,-41,-123,Not-violated
22506,,,-9,-27,Not-violated
22507,,,28,84,Not-violated
22508,,,-73,-219,Violated
22509,,,29,87,Violated
22510,,,-11,-33,Violated
22511,,,-5,-15,Not-violated
22512,,,50,150,Violated
22513,,,-16,-48,Not-violated
22514,,,35,105,Not-violated
22515,,,30,90,Not-violated
22516,,,12,36,Not-violated
22517,,,-77,-231,Violated
22518,,,-23,-69,Violated
22519,,,-21,-63,Violated
22520,,,-14,-42,Not-violated
22521,,,-6,-18,Not-violated
22522,,,25,75,Violated
22523,,,17,51,Not-violated
22524,,,9,27,Violated
22525,,,-8,-24,Violated
22526,,,-45,-135,Violated
22527,,,33,99,Not-violated
22528,,,56,168,Not-violated
22529,,,38,114,Not-violated
22530,,,-31,-93,Violated
22531,,,19,57,Violated
22532,,,-22,-66,Violated
22533,,,10,30,Not-violated
22534,,,22,66,Not-violated
22535,,,-21,-63,Violated
22536,,,-47,-141,Violated
22537,,,19,57,Not-violated
22538,,,-9,-27,Not-violated
22539,,,-58,-174,Violated
22540,,,-48,-144,Not-violated
22541,,,-21,-63,Not-violated
22542,,,36,108,Violated
22543,,,-12,-36,Not-violated
22544,,,-37,-111,Violated
22545,,,-87,-261,Not-violated
