td_a,td_b,td_ttd_a_MR_ADD,td_ttd_b_MR_ADD,td_ttd_a_MR_EXC,td_ttd_b_MR_EXC,td_ttd_a_MR_INC,td_ttd_b_MR_INC,td_ttd_a_MR_INV,td_ttd_b_MR_INV,td_ttd_a_MR_MUL,td_ttd_b_MR_MUL,td_ttd_a_MR_PER,td_ttd_b_MR_PER,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
"[10, 4, -7, -2, 9, -9, 6, -7, -3, -9, 1, -7, -9]","[4, -7, -5, -6, -8, -6, 0, -7, 5, 2, -13, -10, 2]","[14, 8, -3, 2, 13, -5, 10, -3, 1, -5, 5, -3, -5]","[8, -3, -1, -2, -4, -2, 4, -3, 9, 6, -9, -6, 6]","[10, 4, -7, -2, 9, -9, 6, -7, -3, -9, 1, -7]","[4, -7, -5, -6, -8, -6, 0, -7, 5, 2, -13, -10]","[10, 4, -7, -2, 9, -9, 6, -7, -3, -9, 1, -7, -9, 4]","[4, -7, -5, -6, -8, -6, 0, -7, 5, 2, -13, -10, 2, 4]","[10, 4, -7, -2, 9, -9, 6, -7, -3, -9, 1, -7, -9, 0.1, 0.25, -0.1428571429, -0.5, 0.1111111111, -0.1111111111, 0.1666666667, -0.1428571429, -0.33333333330000003, -0.1111111111, 1.0, -0.1428571429, -0.1111111111]","[4, -7, -5, -6, -8, -6, 0, -7, 5, 2, -13, -10, 2, 0.25, -0.1428571429, -0.2, -0.1666666667, -0.125, -0.1666666667, 'ZeroDivisionError', -0.1428571429, 0.2, 0.5, -0.0769230769, -0.1, 0.5]","[40, 16, -28, -8, 36, -36, 24, -28, -12, -36, 4, -28, -36]","[16, -28, -20, -24, -32, -24, 0, -28, 20, 8, -52, -40, 8]","[-9, 9, -7, -7, -2, -7, 10, -9, 1, 4, -9, 6, -3]","[4, -7, 2, -7, -8, 2, 0, -13, -5, 5, -6, -10, -6]",8.4717086835,8.4262626263,8.7632034632,8.4717086835,error,8.4717086835,7.4717086835,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
"[-6, 2, 9, -14, -10, -5, 9, -15, -1]","[-3, 9, -5, -3, -8, 11, 8, 6, 2]","[-2, 6, 13, -10, -6, -1, 13, -11, 3]","[1, 13, -1, 1, -4, 15, 12, 10, 6]","[-6, 2, 9, -14, -10, 9, -15, -1]","[-3, 9, -5, -3, -8, 8, 6, 2]","[-6, 2, 9, -14, -10, -5, 4, 9, -15, -1]","[-3, 9, -5, -3, -8, 11, 4, 8, 6, 2]","[-6, 2, 9, -14, -10, -5, 9, -15, -1, -0.1666666667, 0.5, 0.1111111111, -0.0714285714, -0.1, -0.2, 0.1111111111, -0.0666666667, -1.0]","[-3, 9, -5, -3, -8, 11, 8, 6, 2, -0.33333333330000003, 0.1111111111, -0.2, -0.33333333330000003, -0.125, 0.0909090909, 0.125, 0.1666666667, 0.5]","[-24, 8, 36, -56, -40, -20, 36, -60, -4]","[-12, 36, -20, -12, -32, 44, 32, 24, 8]","[-5, 9, 9, -15, -1, -6, 2, -10, -14]","[11, -3, 8, -3, -8, -5, 6, 2, 9]",5.7866904337000005,6.0941770648,5.941754386,5.7866904337000005,11.5733808675,5.7866904337000005,4.7866904337000005,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
"[-8, -2, -6, -3, -8, -16, 2, -16, -10, -11, 9, -1]","[-7, -12, 6, -4, 0, -16, 4, -10, -1, 1, 7, 3]","[-4, 2, -2, 1, -4, -12, 6, -12, -6, -7, 13, 3]","[-3, -8, 10, 0, 4, -12, 8, -6, 3, 5, 11, 7]","[-8, -6, -3, -8, -16, 2, -16, -10, -11, 9, -1]","[-7, 6, -4, 0, -16, 4, -10, -1, 1, 7, 3]","[-8, -2, -6, 4, -3, -8, -16, 2, -16, -10, -11, 9, -1]","[-7, -12, 6, 4, -4, 0, -16, 4, -10, -1, 1, 7, 3]","[-8, -2, -6, -3, -8, -16, 2, -16, -10, -11, 9, -1, -0.125, -0.5, -0.1666666667, -0.33333333330000003, -0.125, -0.0625, 0.5, -0.0625, -0.1, -0.0909090909, 0.1111111111, -1.0]","[-7, -12, 6, -4, 0, -16, 4, -10, -1, 1, 7, 3, -0.1428571429, -0.0833333333, 0.1666666667, -0.25, 'ZeroDivisionError', -0.0625, 0.25, -0.1, -1.0, 1.0, 0.1428571429, 0.33333333330000003]","[-32, -8, -24, -12, -32, -64, 8, -64, -40, -44, 36, -4]","[-28, -48, 24, -16, 0, -64, 16, -40, -4, 4, 28, 12]","[2, -2, -16, 9, -1, -8, -10, -8, -11, -16, -6, -3]","[-4, 3, -10, 4, -1, 7, -12, 6, 1, -7, 0, -16]",6.4310939061,7.7818085804,7.1023809524,6.4310939061,error,6.4310939061,5.7168081918,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
"[7, 12, 4, 4, -2, -2, 2, 7, -7, -3]","[12, 12, 4, 4, 8, 12, -6, -4, -3, -4]","[11, 16, 8, 8, 2, 2, 6, 11, -3, 1]","[16, 16, 8, 8, 12, 16, -2, 0, 1, 0]","[12, 4, 4, -2, -2, 2, 7, -7, -3]","[12, 4, 4, 8, 12, -6, -4, -3, -4]","[7, 12, 4, 4, -2, 4, -2, 2, 7, -7, -3]","[12, 12, 4, 4, 8, 4, 12, -6, -4, -3, -4]","[7, 12, 4, 4, -2, -2, 2, 7, -7, -3, 0.1428571429, 0.0833333333, 0.25, 0.25, -0.5, -0.5, 0.5, 0.1428571429, -0.1428571429, -0.33333333330000003]","[12, 12, 4, 4, 8, 12, -6, -4, -3, -4, 0.0833333333, 0.0833333333, 0.25, 0.25, 0.125, 0.0833333333, -0.1666666667, -0.25, -0.33333333330000003, -0.25]","[28, 48, 16, 16, -8, -8, 8, 28, -28, -12]","[48, 48, 16, 16, 32, 48, -24, -16, -12, -16]","[7, -3, 7, 4, -2, 4, 2, -2, 12, -7]","[12, -6, 12, -4, 4, 8, 12, -3, 4, -4]",4.8060150376,4.8799954432,5.6772486772,4.8060150376,9.6120300752,4.8060150376,4.5428571429,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
"[3, -1, 5, -5, 11, 3, 0, -1, 3, 6, 0, 10, -2, 11]","[-2, 2, 11, -3, -5, 8, 10, 9, 3, -7, 10, 3, 1, 8]","[7, 3, 9, -1, 15, 7, 4, 3, 7, 10, 4, 14, 2, 15]","[2, 6, 15, 1, -1, 12, 14, 13, 7, -3, 14, 7, 5, 12]","[3, -1, -5, 11, 3, 0, -1, 3, 6, 0, 10, -2, 11]","[-2, 2, -3, -5, 8, 10, 9, 3, -7, 10, 3, 1, 8]","[3, -1, 5, -5, 11, 3, 0, -1, 3, 6, 0, 10, 4, -2, 11]","[-2, 2, 11, -3, -5, 8, 10, 9, 3, -7, 10, 3, 4, 1, 8]","[3, -1, 5, -5, 11, 3, 0, -1, 3, 6, 0, 10, -2, 11, 0.33333333330000003, -1.0, 0.2, -0.2, 0.0909090909, 0.33333333330000003, 'ZeroDivisionError', -1.0, 0.33333333330000003, 0.1666666667, 'ZeroDivisionError', 0.1, -0.5, 0.0909090909]","[-2, 2, 11, -3, -5, 8, 10, 9, 3, -7, 10, 3, 1, 8, -0.5, 0.5, 0.0909090909, -0.33333333330000003, -0.2, 0.125, 0.1, 0.1111111111, 0.33333333330000003, -0.1428571429, 0.1, 0.33333333330000003, 1.0, 0.125]","[12, -4, 20, -20, 44, 12, 0, -4, 12, 24, 0, 40, -8, 44]","[-8, 8, 44, -12, -20, 32, 40, 36, 12, -28, 40, 12, 4, 32]","[11, 0, -2, 10, 6, 0, 3, -1, -1, 3, 3, 11, 5, -5]","[10, 11, 3, 9, 10, -3, 8, 8, 1, -5, -2, -7, 3, 2]",9.7759017298,10.0547960811,7.0111737678,9.7759017298,error,9.7759017298,9.4009017298,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[-10, 1, -10, -10, -8, 1, -3, 3, 3, -2, -5, -8]","[-1, 4, -4, 3, 1, -8, -10, -2, -3, 0, -8, 0]","[-6, 5, -6, -6, -4, 5, 1, 7, 7, 2, -1, -4]","[3, 8, 0, 7, 5, -4, -6, 2, 1, 4, -4, 4]","[-10, 1, -10, -8, 1, -3, 3, 3, -2, -5, -8]","[-1, 4, -4, 1, -8, -10, -2, -3, 0, -8, 0]","[-10, 1, -10, -10, -8, 1, -3, 3, 3, -2, 4, -5, -8]","[-1, 4, -4, 3, 1, -8, -10, -2, -3, 0, 4, -8, 0]","[-10, 1, -10, -10, -8, 1, -3, 3, 3, -2, -5, -8, -0.1, 1.0, -0.1, -0.1, -0.125, 1.0, -0.33333333330000003, 0.33333333330000003, 0.33333333330000003, -0.5, -0.2, -0.125]","[-1, 4, -4, 3, 1, -8, -10, -2, -3, 0, -8, 0, -1.0, 0.25, -0.25, 0.33333333330000003, 1.0, -0.125, -0.1, -0.5, -0.33333333330000003, 'ZeroDivisionError', -0.125, 'ZeroDivisionError']","[-40, 4, -40, -40, -32, 4, -12, 12, 12, -8, -20, -32]","[-4, 16, -16, 12, 4, -32, -40, -8, -12, 0, -32, 0]","[-5, 3, -10, -10, -3, -2, 1, -10, 3, -8, -8, 1]","[0, -4, -1, 4, 0, -10, -8, -2, 3, 1, -8, -3]",9.615984016,9.1515151515,9.4696581197,9.615984016,error,9.615984016,8.615984016,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[-10, 5, 14, -3, 9, -3]","[12, -9, 5, -6, 11, 6]","[-6, 9, 18, 1, 13, 1]","[16, -5, 9, -2, 15, 10]","[-10, 14, -3, 9, -3]","[12, 5, -6, 11, 6]","[-10, 5, 4, 14, -3, 9, -3]","[12, -9, 4, 5, -6, 11, 6]","[-10, 5, 14, -3, 9, -3, -0.1, 0.2, 0.0714285714, -0.33333333330000003, 0.1111111111, -0.33333333330000003]","[12, -9, 5, -6, 11, 6, 0.0833333333, -0.1111111111, 0.2, -0.1666666667, 0.0909090909, 0.1666666667]","[-40, 20, 56, -12, 36, -12]","[48, -36, 20, -24, 44, 24]","[-3, -10, 14, -3, 9, 5]","[-9, 5, -6, 11, 6, 12]",3.9070175439,4.1117647059,4.2229437229,3.9070175439,7.8140350877,3.9070175439,2.9070175439,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
"[8, 1, 4]","[8, 5, 6]","[12, 5, 8]","[12, 9, 10]","[8, 1]","[8, 5]","[8, 1, 4, 4]","[8, 5, 6, 4]","[8, 1, 4, 0.125, 1.0, 0.25]","[8, 5, 6, 0.125, 0.2, 0.1666666667]","[32, 4, 16]","[32, 20, 24]","[1, 8, 4]","[6, 8, 5]",0.8666666667,0.8253968254,0.3968253968,0.8666666667,1.7333333333,0.8666666667,0.6666666667000001,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
"[-2, 2, -10, -6, 0, -4, 2, -2, 4]","[-8, 5, -8, -11, 3, 9, 1, -12, 10]","[2, 6, -6, -2, 4, 0, 6, 2, 8]","[-4, 9, -4, -7, 7, 13, 5, -8, 14]","[-2, -10, -6, 0, -4, 2, -2, 4]","[-8, -8, -11, 3, 9, 1, -12, 10]","[-2, 2, -10, -6, 0, -4, 2, -2, 4, 4]","[-8, 5, -8, -11, 3, 9, 1, -12, 4, 10]","[-2, 2, -10, -6, 0, -4, 2, -2, 4, -0.5, 0.5, -0.1, -0.1666666667, 'ZeroDivisionError', -0.25, 0.5, -0.5, 0.25]","[-8, 5, -8, -11, 3, 9, 1, -12, 10, -0.125, 0.2, -0.125, -0.0909090909, 0.33333333330000003, 0.1111111111, 1.0, -0.0833333333, 0.1]","[-8, 8, -40, -24, 0, -16, 8, -8, 16]","[-32, 20, -32, -44, 12, 36, 4, -48, 40]","[2, 2, -6, -2, 0, 4, -2, -10, -4]","[-8, 3, 10, 1, 9, -12, -8, -11, 5]",4.9099906629,6.8476190476,4.5919191919,4.9099906629,error,4.9099906629,4.4814192344,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[0, 5, -14, -6, -14]","[3, -4, -5, 0, -1]","[4, 9, -10, -2, -10]","[7, 0, -1, 4, 3]","[0, -14, -6, -14]","[3, -5, 0, -1]","[0, 5, -14, -6, -14, 4]","[3, -4, -5, 0, -1, 4]","[0, 5, -14, -6, -14, 'ZeroDivisionError', 0.2, -0.0714285714, -0.1666666667, -0.0714285714]","[3, -4, -5, 0, -1, 0.33333333330000003, -0.25, -0.2, 'ZeroDivisionError', -1.0]","[0, 20, -56, -24, -56]","[12, -16, -20, 0, -4]","[-6, 0, 5, -14, -14]","[0, -1, -4, -5, 3]",4.3403508772,4.4736842105,4.0909090909,4.3403508772,error,4.3403508772,3.3403508772,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[-11, -17, -10, -4, -18, -11, -2, -18]","[-1, -17, 0, -8, -17, -12, 3, -11]","[-7, -13, -6, 0, -14, -7, 2, -14]","[3, -13, 4, -4, -13, -8, 7, -7]","[-11, -17, -10, -4, -11, -2, -18]","[-1, -17, 0, -8, -12, 3, -11]","[-11, -17, -10, -4, 4, -18, -11, -2, -18]","[-1, -17, 0, -8, 4, -17, -12, 3, -11]","[-11, -17, -10, -4, -18, -11, -2, -18, -0.0909090909, -0.058823529400000005, -0.1, -0.25, -0.0555555556, -0.0909090909, -0.5, -0.0555555556]","[-1, -17, 0, -8, -17, -12, 3, -11, -1.0, -0.058823529400000005, 'ZeroDivisionError', -0.125, -0.058823529400000005, -0.0833333333, 0.33333333330000003, -0.0909090909]","[-44, -68, -40, -16, -72, -44, -8, -72]","[-4, -68, 0, -32, -68, -48, 12, -44]","[-11, -18, -4, -17, -18, -10, -2, -11]","[-11, -8, 3, -17, -17, 0, -1, -12]",3.4800956665,2.7899984074,3.9925925926,3.4800956665,error,3.4800956665,3.4515242379,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
"[-11, -8, 1, -9, -8, -10, -4, -13, -3, -12, 4, -8, -8, 0]","[-13, 2, -9, -1, -13, 6, -3, 5, 6, -4, -7, -13, 4, 2]","[-7, -4, 5, -5, -4, -6, 0, -9, 1, -8, 8, -4, -4, 4]","[-9, 6, -5, 3, -9, 10, 1, 9, 10, 0, -3, -9, 8, 6]","[-11, -8, 1, -9, -8, -10, -4, -13, -12, 4, -8, -8, 0]","[-13, 2, -9, -1, -13, 6, -3, 5, -4, -7, -13, 4, 2]","[-11, 4, -8, 1, -9, -8, -10, -4, -13, -3, -12, 4, -8, -8, 0]","[-13, 4, 2, -9, -1, -13, 6, -3, 5, 6, -4, -7, -13, 4, 2]","[-11, -8, 1, -9, -8, -10, -4, -13, -3, -12, 4, -8, -8, 0, -0.0909090909, -0.125, 1.0, -0.1111111111, -0.125, -0.1, -0.25, -0.0769230769, -0.33333333330000003, -0.0833333333, 0.25, -0.125, -0.125, 'ZeroDivisionError']","[-13, 2, -9, -1, -13, 6, -3, 5, 6, -4, -7, -13, 4, 2, -0.0769230769, 0.5, -0.1111111111, -1.0, -0.0769230769, 0.1666666667, -0.33333333330000003, 0.2, 0.1666666667, -0.25, -0.1428571429, -0.0769230769, 0.25, 0.5]","[-44, -32, 4, -36, -32, -40, -16, -52, -12, -48, 16, -32, -32, 0]","[-52, 8, -36, -4, -52, 24, -12, 20, 24, -16, -28, -52, 16, 8]","[-8, -9, 0, -3, -4, -8, -11, -12, -10, 1, -13, -8, 4, -8]","[2, -7, -4, 2, 6, -13, 4, -9, 5, -3, -13, -13, -1, 6]",10.0023809524,9.744047619,10.9124125874,10.0023809524,error,10.0023809524,9.0023809524,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
"[8, 0, -6, 0, 3, -4, 0, 6, -7, -5, -2, -4, -8]","[-3, 1, -10, 4, 1, -1, -8, 3, -7, -10, -1, -2, -2]","[12, 4, -2, 4, 7, 0, 4, 10, -3, -1, 2, 0, -4]","[1, 5, -6, 8, 5, 3, -4, 7, -3, -6, 3, 2, 2]","[8, 0, -6, 0, 3, -4, 0, 6, -7, -2, -4, -8]","[-3, 1, -10, 4, 1, -1, -8, 3, -7, -1, -2, -2]","[8, 0, -6, 0, 3, -4, 0, 6, -7, -5, -2, -4, 4, -8]","[-3, 1, -10, 4, 1, -1, -8, 3, -7, -10, -1, -2, 4, -2]","[8, 0, -6, 0, 3, -4, 0, 6, -7, -5, -2, -4, -8, 0.125, 'ZeroDivisionError', -0.1666666667, 'ZeroDivisionError', 0.33333333330000003, -0.25, 'ZeroDivisionError', 0.1666666667, -0.1428571429, -0.2, -0.5, -0.25, -0.125]","[-3, 1, -10, 4, 1, -1, -8, 3, -7, -10, -1, -2, -2, -0.33333333330000003, 1.0, -0.1, 0.25, 1.0, -1.0, -0.125, 0.33333333330000003, -0.1428571429, -0.1, -1.0, -0.5, -0.5]","[32, 0, -24, 0, 12, -16, 0, 24, -28, -20, -8, -16, -32]","[-12, 4, -40, 16, 4, -4, -32, 12, -28, -40, -4, -8, -8]","[8, -6, 0, -5, -4, 3, -8, 0, -4, 0, -7, -2, 6]","[3, 4, -10, -1, -3, -2, -1, 1, -2, 1, -8, -7, -10]",7.2833333333,8.9974025974,7.0480212598,7.2833333333,error,7.2833333333,6.95,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[-5, 15, -11, 14, 10, 10, 0, -4]","[1, 6, -6, 15, 1, 12, 5, 7]","[-1, 19, -7, 18, 14, 14, 4, 0]","[5, 10, -2, 19, 5, 16, 9, 11]","[-5, 15, -11, 10, 10, 0, -4]","[1, 6, -6, 1, 12, 5, 7]","[4, -5, 15, -11, 14, 10, 10, 0, -4]","[4, 1, 6, -6, 15, 1, 12, 5, 7]","[-5, 15, -11, 14, 10, 10, 0, -4, -0.2, 0.0666666667, -0.0909090909, 0.0714285714, 0.1, 0.1, 'ZeroDivisionError', -0.25]","[1, 6, -6, 15, 1, 12, 5, 7, 1.0, 0.1666666667, -0.1666666667, 0.0666666667, 1.0, 0.0833333333, 0.2, 0.1428571429]","[-20, 60, -44, 56, 40, 40, 0, -16]","[4, 24, -24, 60, 4, 48, 20, 28]","[15, -11, 10, 0, 10, -5, 14, -4]","[15, 1, 7, -6, 6, 1, 12, 5]",4.6662627433,4.5033936652,3.8178936720000003,4.6662627433,error,4.6662627433,4.6317799847,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[-11, -7, 14]","[-9, 3, 11]","[-7, -3, 18]","[-5, 7, 15]","[-11, -7]","[-9, 3]","[-11, -7, 4, 14]","[-9, 3, 4, 11]","[-11, -7, 14, -0.0909090909, -0.1428571429, 0.0714285714]","[-9, 3, 11, -0.1111111111, 0.33333333330000003, 0.0909090909]","[-44, -28, 56]","[-36, 12, 44]","[14, -11, -7]","[3, -9, 11]",1.22,1.7470588235000002,1.2575757576,1.22,2.44,1.22,1.1,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
"[-3, -15, 15, -1, -2, 4]","[-11, -8, 5, -17, -14, -11]","[1, -11, 19, 3, 2, 8]","[-7, -4, 9, -13, -10, -7]","[-3, -15, 15, -2, 4]","[-11, -8, 5, -14, -11]","[-3, -15, 15, -1, -2, 4, 4]","[-11, -8, 5, -17, -14, 4, -11]","[-3, -15, 15, -1, -2, 4, -0.33333333330000003, -0.0666666667, 0.0666666667, -1.0, -0.5, 0.25]","[-11, -8, 5, -17, -14, -11, -0.0909090909, -0.125, 0.2, -0.058823529400000005, -0.0714285714, -0.0909090909]","[-12, -60, 60, -4, -8, 16]","[-44, -32, 20, -68, -56, -44]","[15, 4, -3, -2, -1, -15]","[-8, -17, 5, -11, -11, -14]",4.0146652864,4.5601237843,4.8238095238,4.0146652864,8.0293305728,4.0146652864,3.1257763975,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
"[-1, -2, 3, 6, 4, -8, 2, -7, 0, 6, 4, -2]","[0, 6, -1, 1, -4, -2, 2, -8, -7, -4, 4, -4]","[3, 2, 7, 10, 8, -4, 6, -3, 4, 10, 8, 2]","[4, 10, 3, 5, 0, 2, 6, -4, -3, 0, 8, 0]","[-1, 3, 6, 4, -8, 2, -7, 0, 6, 4, -2]","[0, -1, 1, -4, -2, 2, -8, -7, -4, 4, -4]","[-1, -2, 3, 4, 6, 4, -8, 2, -7, 0, 6, 4, -2]","[0, 6, -1, 4, 1, -4, -2, 2, -8, -7, -4, 4, -4]","[-1, -2, 3, 6, 4, -8, 2, -7, 0, 6, 4, -2, -1.0, -0.5, 0.33333333330000003, 0.1666666667, 0.25, -0.125, 0.5, -0.1428571429, 'ZeroDivisionError', 0.1666666667, 0.25, -0.5]","[0, 6, -1, 1, -4, -2, 2, -8, -7, -4, 4, -4, 'ZeroDivisionError', 0.1666666667, -1.0, 1.0, -0.25, -0.5, 0.5, -0.125, -0.1428571429, -0.25, 0.25, -0.25]","[-4, -8, 12, 24, 16, -32, 8, -28, 0, 24, 16, -8]","[0, 24, -4, 4, -16, -8, 8, -32, -28, -16, 16, -16]","[6, 0, -8, 4, -7, -2, 2, 3, 6, -1, -2, 4]","[-2, 1, -1, 4, -8, -7, 2, 0, 6, -4, -4, -4]",7.7142857143,6.3333333333,6.6857142857,7.7142857143,error,7.7142857143,6.7142857143,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[2, 11, 10, 11, -6, 6, -6, 3, -4, 14, 11, -5]","[-1, 1, 12, 15, 15, 3, 12, 15, 1, -1, 6, 11]","[6, 15, 14, 15, -2, 10, -2, 7, 0, 18, 15, -1]","[3, 5, 16, 19, 19, 7, 16, 19, 5, 3, 10, 15]","[2, 11, 10, -6, 6, -6, 3, -4, 14, 11, -5]","[-1, 1, 12, 15, 3, 12, 15, 1, -1, 6, 11]","[2, 11, 10, 4, 11, -6, 6, -6, 3, -4, 14, 11, -5]","[-1, 1, 12, 4, 15, 15, 3, 12, 15, 1, -1, 6, 11]","[2, 11, 10, 11, -6, 6, -6, 3, -4, 14, 11, -5, 0.5, 0.0909090909, 0.1, 0.0909090909, -0.1666666667, 0.1666666667, -0.1666666667, 0.33333333330000003, -0.25, 0.0714285714, 0.0909090909, -0.2]","[-1, 1, 12, 15, 15, 3, 12, 15, 1, -1, 6, 11, -1.0, 1.0, 0.0833333333, 0.0666666667, 0.0666666667, 0.33333333330000003, 0.0833333333, 0.0666666667, 1.0, -1.0, 0.1666666667, 0.0909090909]","[8, 44, 40, 44, -24, 24, -24, 12, -16, 56, 44, -20]","[-4, 4, 48, 60, 60, 12, 48, 60, 4, -4, 24, 44]","[2, -4, 14, 6, 11, 3, -6, 10, 11, -5, -6, 11]","[12, 6, 3, 1, -1, 1, 12, 15, 11, -1, 15, 15]",8.3722062251,7.5961430726,6.5699418229,8.3722062251,16.7444124503,8.3722062251,8.2183600713,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
"[16, 4, -10, -13, -15, -2, 15, -10, 14]","[4, 17, -4, -14, -7, 4, -12, -12, 6]","[20, 8, -6, -9, -11, 2, 19, -6, 18]","[8, 21, 0, -10, -3, 8, -8, -8, 10]","[16, -10, -13, -15, -2, 15, -10, 14]","[4, -4, -14, -7, 4, -12, -12, 6]","[16, 4, -10, 4, -13, -15, -2, 15, -10, 14]","[4, 17, -4, 4, -14, -7, 4, -12, -12, 6]","[16, 4, -10, -13, -15, -2, 15, -10, 14, 0.0625, 0.25, -0.1, -0.0769230769, -0.0666666667, -0.5, 0.0666666667, -0.1, 0.0714285714]","[4, 17, -4, -14, -7, 4, -12, -12, 6, 0.25, 0.058823529400000005, -0.25, -0.0714285714, -0.1428571429, 0.25, -0.0833333333, -0.0833333333, 0.1666666667]","[64, 16, -40, -52, -60, -8, 60, -40, 56]","[16, 68, -16, -56, -28, 16, -48, -48, 24]","[-2, -15, -13, 14, 16, -10, -10, 4, 15]","[4, 6, -4, -12, 17, -7, 4, -14, -12]",4.5392015392000005,6.7361853832000005,4.5294788696,4.5392015392000005,9.0784030784,4.5392015392000005,3.9201539202,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
"[-10, 5, -1, 4, -2, -11, -3]","[-2, 8, -2, -10, 8, 3, 0]","[-6, 9, 3, 8, 2, -7, 1]","[2, 12, 2, -6, 12, 7, 4]","[-10, 5, -1, 4, -2, -11]","[-2, 8, -2, -10, 8, 3]","[-10, 5, -1, 4, -2, -11, -3, 4]","[-2, 8, -2, -10, 8, 3, 0, 4]","[-10, 5, -1, 4, -2, -11, -3, -0.1, 0.2, -1.0, 0.25, -0.5, -0.0909090909, -0.33333333330000003]","[-2, 8, -2, -10, 8, 3, 0, -0.5, 0.125, -0.5, -0.1, 0.125, 0.33333333330000003, 'ZeroDivisionError']","[-40, 20, -4, 16, -8, -44, -12]","[-8, 32, -8, -40, 32, 12, 0]","[-2, 5, -1, -10, -11, -3, 4]","[-2, 8, -10, 8, -2, 0, 3]",5.2307692308,3.8841158841,4.6571428571,5.2307692308,error,5.2307692308,4.2307692308,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[0, -6, -1, 4]","[-1, 11, 9, 0]","[4, -2, 3, 8]","[3, 15, 13, 4]","[-6, -1, 4]","[11, 9, 0]","[0, -6, -1, 4, 4]","[-1, 11, 9, 0, 4]","[0, -6, -1, 4, 'ZeroDivisionError', -0.1666666667, -1.0, 0.25]","[-1, 11, 9, 0, -1.0, 0.0909090909, 0.1111111111, 'ZeroDivisionError']","[0, -24, -4, 16]","[-4, 44, 36, 0]","[-6, 4, -1, 0]","[9, -1, 0, 11]",4.0,4.0,2.1011904762,4.0,error,4.0,3.0,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[11, -8, 1, 5, -3, -1, 14, -1, -4]","[-4, -5, -8, 7, -7, -7, 10, -7, 4]","[15, -4, 5, 9, 1, 3, 18, 3, 0]","[0, -1, -4, 11, -3, -3, 14, -3, 8]","[11, -8, 1, 5, -1, 14, -1, -4]","[-4, -5, -8, 7, -7, 10, -7, 4]","[11, -8, 1, 5, -3, -1, 4, 14, -1, -4]","[-4, -5, -8, 7, -7, -7, 4, 10, -7, 4]","[11, -8, 1, 5, -3, -1, 14, -1, -4, 0.0909090909, -0.125, 1.0, 0.2, -0.33333333330000003, -1.0, 0.0714285714, -1.0, -0.25]","[-4, -5, -8, 7, -7, -7, 10, -7, 4, -0.25, -0.2, -0.125, 0.1428571429, -0.1428571429, -0.1428571429, 0.1, -0.1428571429, 0.25]","[44, -32, 4, 20, -12, -4, 56, -4, -16]","[-16, -20, -32, 28, -28, -28, 40, -28, 16]","[-4, 14, 5, -8, -3, -1, 11, 1, -1]","[10, -7, -7, -4, -8, 7, -7, 4, -5]",5.4641025641,7.0545454545,6.825,5.4641025641,10.9282051282,5.4641025641,5.0641025641,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
[],[],[],[],[],[],[4],[4],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
[],[],[],[],[],[],[4],[4],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
